#######################
##
## License goes here
##
#######################
a	ɑ
schluet	ʃluət
schlupp	ʃlup
schluppe	ʃlupə
schluppen	ʃlupən
schluss	ʃlus
schmaache	ʃmaːχə
schmaachen	ʃmaːχən
schmalz	ʃmɑlts
schmeier	ʃmɑɪɐ
schmëlze	ʃməltsə
schmëlzen	ʃməltsən
schmier	ʃmiːɐ
schmiere	ʃmiːɐʀə
schmieren	ʃmiːɐʀən
schmotzeg	ʃmotsəɕ
schmuddeleg	ʃmudələɕ
schmuel	ʃmuəl
schmuelef	ʃmuələf
schmull	ʃmul
schmunze	ʃmuntsə
schmunzen	ʃmuntsən
schnaarche	ʃnaːʀɕə
schnaarchen	ʃnaːʀɕən
schnäize	ʃnæːɪtsə
schnäizen	ʃnæːɪtsən
schnape	ʃnaːpə
schnapen	ʃnaːpən
schnapp	ʃnɑp
schnaps	ʃnɑps
schnatt	ʃnɑt
schnauer	ʃnɑʊɐ
schnauz	ʃnæːʊts
schneekeg	ʃneːkəɕ
schnéi	ʃnɜɪ
schnéibiesem	ʃnɜɪbiəzəm
schneide	ʃnɑɪdə
schneiden	ʃnɑɪdən
schneider	ʃnɑɪdɐ
schneie	ʃnɑɪə
schneien	ʃnɑɪən
schnéiflack	ʃnɜɪflɑk
schnéiklatz	ʃnɜɪklɑts
schnéimännche	ʃnɜɪmænɕə
schnéimännchen	ʃnɜɪmænɕən
schnéiwick	ʃnɜɪvik
schnell	ʃnæl
schnëppel	ʃnəpəl
schnëss	ʃnəʃ
schnësse	ʃnəsə
schnëssen	ʃnəsən
schnëtze	ʃnətsə
schnëtzen	ʃnətsən
schniewel	ʃniəvəl
schnitzel	ʃnitsəl
schnoffele	ʃnofələ
schnoffelen	ʃnofələn
schnouer	ʃnəʊɐ
schnuddel	ʃnudəl
schnuddelhong	ʃnudəlhoŋ
schnurres	ʃnuʀəs
scho	ʃo
schock	ʃok
schockela	ʃokəlaː
schof	ʃoːf
schokant	ʃokɑnt
schold	ʃolt
schong	ʃoŋ
schonggréisst	ʃoŋgʀɜɪst
schongläffel	ʃoŋlæfəl
schongnummer	ʃoŋnumɐ
schongstréckel	ʃoŋʃtʀekəl
schonn	ʃon
schossel	ʃosəl
schoul	ʃəʊl
schoulmeeschter	ʃəʊlmeːʃtɐ
schoulsak	ʃəʊlzaːk
schoune	ʃəʊnə
schounen	ʃəʊnən
schouschter	ʃəʊʃtɐ
schräiner	ʃʀæːɪnɐ
schratt	ʃʀɑt
schrauf	ʃʀɑʊf
schraufstack	ʃʀɑʊfʃtɑk
schrauwe	ʃʀɑʊvə
schrauwemudder	ʃʀɑʊvəmudɐ
schrauwen	ʃʀɑʊvən
schrauwenzéier	ʃʀɑʊvəntsɜɪɐ
schreck	ʃʀæk
schrécke	ʃʀekə
schrécken	ʃʀekən
schrecklech	ʃʀækləɕ
schrëft	ʃʀəft
schrëftlech	ʃʀəftləɕ
schrëftsteller	ʃʀəftʃtælɐ
schreifdësch	ʃʀɑɪfdəʃ
schreifmaschinn	ʃʀɑɪfmɑʃin
schréips	ʃʀɜɪps
schréipse	ʃʀɜɪpsə
schréipsen	ʃʀɜɪpsən
schreiwe	ʃʀɑɪvə
schreiwen	ʃʀɑɪvən
schro	ʃʀoː
schrott	ʃʀot
schrubbe	ʃʀubə
schrubben	ʃʀubən
schrubber	ʃʀubɐ
schrumm	ʃʀum
schubkar	ʃubkaːʀ
schudder	ʃudɐ
schuddere	ʃudəʀə
schudderen	ʃudəʀən
schueberfouer	ʃuəbɐfəʊɐ
schued	ʃuət
schuede	ʃuədə
schueden	ʃuədən
schuel	ʃuəl
schüler	ʃyːlɐ
schülerin	ʃyːləʀin
schumme	ʃumə
schummen	ʃumən
schupp	ʃup
schutzblech	ʃutsblæɕ
schütze	ʃytsə
schützen	ʃytsən
schwaach	ʃwaːχ
schwaachheet	ʃwaːχheːt
schwaarz	ʃwaːʀts
schwäche	ʃwæɕə
schwächen	ʃwæɕən
schwächt	ʃwæɕt
schwäerme	ʃwɛːɐmə
schwäermen	ʃwɛːɐmən
schwäin	ʃwæːɪn
schwäistall	ʃwæːɪʃtɑl
schwäiz	ʃwæːɪts
schwammbox	ʃwɑmboks
schwamme	ʃwɑmə
schwammen	ʃwɑmən
schwamp	ʃwɑmp
schwan	ʃwaːn
schwanz	ʃwɑnts
schwätze	ʃwætsə
schwätzen	ʃwætsən
schwedesch	ʃweːdəʃ
schweess	ʃweːs
schweesse	ʃweːsə
schweessen	ʃweːsən
schwéier	ʃwɜɪɐ
schwéiereltere	ʃwɜɪɐæltəʀə
schwéierelteren	ʃwɜɪɐæltəʀən
schwéierleit	ʃwɜɪɐlɑɪt
schwéiermamm	ʃwɜɪɐmɑm
schwéierpapp	ʃwɜɪɐpɑp
schwéiesch	ʃwɜɪəʃ
schwëlle	ʃwələ
schwëllen	ʃwələn
schwemm	ʃwæm
schwëmmer	ʃwəmɐ
schwéngefleesch	ʃweŋəfleːʃ
schwéngerei	ʃweŋəʀɑɪ
schwéngskotlett	ʃweŋskotlæt
schwenke	ʃwæŋkə
schwenken	ʃwæŋkən
schwëster	ʃwəstɐ
schwier	ʃwiːɐ
schwiere	ʃwiːɐʀə
schwiereg	ʃwiːʀəɕ
schwieregkeet	ʃwiːʀəɕkeːt
schwieren	ʃwiːɐʀən
schwiewe	ʃwiəvə
schwiewen	ʃwiəvən
schwoer	ʃwoːɐ
schwonk	ʃwoŋk
scout	skɑʊt
se	zə
sech	zəɕ
séchel	zəɕəl
sécher	zəɕɐ
sécherheet	zəɕɐheːt
sécherheetsglas	zəɕɐheːtsglaːs
sécherheetsnetz	zəɕɐheːtsnæts
sécherheetsrimm	zəɕɐheːtsʀim
sechs	zæks
sechsavéierzeg	zæksɑfɜɪɐtsəɕ
sechsdausend	zæksdɑʊzənt
sechste	zækstə
sechsten	zækstən
sechzeg	zæɕtsəɕ
séckche	zekɕə
séckchen	zekɕən
see	zeː
seeche	zeːɕə
seechen	zeːɕən
seechomes	zeːʑoːməs
seeën	zeːən
seef	zeːf
seefe	zeːfə
seefen	zeːfən
seefepolver	zeːfəpolfɐ
seel	zeːl
seeldänzer	zeːldæntsɐ
seele	zeːlə
seelen	zeːlən
seelsprange	zeːlʃpʀɑŋə
seelsprangen	zeːlʃpʀɑŋən
seemiel	zeːmiəl
seen	zeːn
seene	zeːnə
seenen	zeːnən
sëff	zəf
sëffer	zəfɐ
segel	zeːʑəl
segelboot	zeːʑəlboːt
segele	zeːʑələ
segelen	zeːʑələn
seguer	zəguːɐ
séi	zɜɪ
seibecke	zɑɪbækə
seibecken	zɑɪbækən
seid	zɑɪt
séie	zɜɪə
séien	zɜɪən
séier	zɜɪɐ
séihond	zɜɪhont
séikrank	zɜɪkʀɑŋk
séil	zɜɪl
séiss	zɜɪs
séiwaasser	zɜɪvaːsɐ
sekonn	zəkon
sekretär	səkʀetɛːʀ
sekretariat	səkʀetɑʀjaːt
sekretärin	səkʀetɛːʀin
sëllech	zələɕ
selwer	zælvɐ
sëlwer	zəlvɐ
sëndege	zəndəʑə
sëndegen	zəndəʑən
seng	zeŋ
sënn	zən
september	zæptembɐ
serie	seʀiː
serjö	sæʀjøː
serveuse	sɛʀvøːs
service	sɛʀvis
servicer	sɛʀvisɐ
sëtz	zəts
setze	zætsə
sëtze	zətsə
setzen	zætsən
sëtzen	zətsən
sëtzung	zətsuŋ
seufze	zoɪftsə
seufzen	zoɪftsən
short	ʃɔʀt
si	ziː
siche	ziɕə
sichen	ziɕən
sickere	zikəʀə
sickeren	zikəʀən
siechzeg	ziəɕtsəɕ
siechzéng	ziəɕtseŋ
sief	ziəf
siff	zif
siffe	zifə
siffen	zifən
sinistréiert	sinistʀɜɪɐt
sinn	zin
sireen	siʀeːn
sirup	siʀup
siwe	ziːvə
siwen	ziːvən
siwente	ziːvəntə
siwenten	ziːvəntən
siweschléifer	ziːvəʃlɜɪfɐ
siwwenzeg	zivəntsəɕ
siwwenzéng	zivəntseŋ
skizz	skits
soe	zoːə
soen	zoːən
solde	soldə
solden	soldən
solle	zolə
sollen	zolən
som	zoːm
sonn	zon
sonndeg	zondəɕ
sonndes	zondəs
sonneg	zonəɕ
sonneprabbeli	zonəpʀɑbəliː
sonnestéch	zonəʃtəɕ
soss	zos
sou	zəʊ
soubal	zəʊbaːl
sougenannt	zəʊgənɑnt
souguer	zəʊguːɐ
soutien	sutjɛ̃ː
souvill	zəʊfil
souwisou	zəʊvizəʊ
spaass	ʃpaːs
spaasse	ʃpaːsə
spaasseg	ʃpaːsəɕ
spaassen	ʃpaːsən
spachtel	ʃpɑχtəl
spackelter	ʃpɑkəltɐ
spadséiere	ʃpɑdzɜɪəʀə
spadséieren	ʃpɑdzɜɪəʀən
spadséiergank	ʃpɑdzɜɪɐgɑŋk
spaghetti	ʃpɑgætiː
späicher	ʃpæːɪɕɐ
späize	ʃpæːɪtsə
späizen	ʃpæːɪtsən
spane	ʃpaːnə
spanen	ʃpaːnən
spann	ʃpɑn
spanne	ʃpɑnə
spannen	ʃpɑnən
spannend	ʃpɑnənt
spannung	ʃpɑnuŋ
späre	ʃpɛːʀə
spären	ʃpɛːʀən
spargel	ʃpɑʀʑəl
spatz	ʃpɑts
spaut	ʃpæːʊt
spaweck	ʃpaːvæk
specht	ʃpæɕt
speck	ʃpæk
speis	ʃpɑɪs
spéit	ʃpɜɪt
spéitstens	ʃpɜɪtstəns
spektiv	ʃpæktiːf
spéngel	ʃpeŋəl
spéngele	ʃpeŋələ
spéngelen	ʃpeŋələn
spënnche	ʃpənɕə
spënnchen	ʃpənɕən
spëtzbouf	ʃpətsbəʊf
spëtze	ʃpətsə
spëtzen	ʃpətsən
spëtznumm	ʃpətsnum
spëtzt	ʃpətst
spezialist	ʃpetsjaːlist
spezifesch	ʃpetsiːfəʃ
spidol	ʃpidoːl
spiecht	ʃpiəɕt
spiere	ʃpiːʀə
spieren	ʃpiːʀən
spigel	ʃpiʑəl
spigelee	ʃpiʑəleː
spill	ʃpil
spillbuttek	ʃpilbutek
spille	ʃpilə
spillen	ʃpilən
spillplaz	ʃpilplaːts
spillsaach	ʃpilzaːχ
spinat	ʃpinaːt
spioun	ʃpjəʊn
spläiter	ʃplæːɪtɐ
spléck	ʃplek
splécke	ʃplekə
splécken	ʃplekən
splitter	ʃplitɐ
sport	ʃpɔʀt
sportlech	ʃpɔʀtləɕ
spottnumm	ʃpotnum
sprangbur	ʃpʀɑŋbuːʀ
sprange	ʃpʀɑŋə
sprangen	ʃpʀɑŋən
sprangseel	ʃpʀɑŋzeːl
sprechzëmmer	ʃpʀæɕtsəmɐ
spréif	ʃpʀɜɪf
sprenz	ʃpʀænts
sprëtz	ʃpʀəts
sprëtze	ʃpʀətsə
sprëtzen	ʃpʀətsən
sprinkler	ʃpʀiŋklɐ
sprock	ʃpʀok
spronk	ʃpʀoŋk
sprooch	ʃpʀoːχ
spruddele	ʃpʀudələ
spruddeleg	ʃpʀudələɕ
spruddelen	ʃpʀudələn
spruddelwaasser	ʃpʀudəlvaːsɐ
sprutze	ʃpʀutsə
sprutzen	ʃpʀutsən
spuenesch	ʃpuənəʃ
spuenie	ʃpuəniə
spuenien	ʃpuəniən
spuerbéchs	ʃpuːɐbeks
spuere	ʃpuːɐʀə
spueren	ʃpuːɐʀən
spuerkeess	ʃpuːɐkeːs
spuervull	ʃpuːɐful
spuet	ʃpuət
spull	ʃpul
spulle	ʃpulə
spullen	ʃpulən
spullmaschinn	ʃpulmɑʃin
spullomp	ʃpullomp
spullstee	ʃpulʃtee
spullsteen	ʃpulʃteen
spur	ʃpuːʀ
sputt	ʃput
staang	ʃtaːŋ
staark	ʃtaːʀk
staatsrot	ʃtaːtsʀoːt
stäbercher	ʃtɛːbɐɕɐ
stabill	ʃtɑbil
stachel	ʃtɑχəl
stack	ʃtɑk
stackfësch	ʃtɑkfəʃ
stad	ʃtaːt
stage	staːʃ
stäil	ʃtæːɪl
stäip	ʃtæːɪp
stäipe	ʃtæːɪpə
stäipen	ʃtæːɪpən
stall	ʃtɑl
stallhale	ʃtɑlhaːlə
stallhalen	ʃtɑlhaːlən
stamm	ʃtɑm
standard	stɑ̃ːndaːʀ
stär	ʃtɛːɐ
starte	ʃtaːʀtə
starten	ʃtaːʀtən
starter	ʃtaːʀtɐ
stat	ʃtaːt
statu	ʃtaːtuː
stau	ʃtɑʊ
staubsauger	ʃtæːʊbzɑʊgɐ
staumauer	ʃtɑʊmɑʊɐ
staune	ʃtɑʊnə
staunen	ʃtɑʊnən
stauséi	ʃtɑʊzɜɪ
staut	ʃtæːʊt
stëbs	ʃtəps
stëbse	ʃtəpsə
stëbsen	ʃtəpsən
stëbsfatz	ʃtəpsfɑts
stëbslomp	ʃtəpslomp
stéck	ʃtek
steckdous	ʃtækdəʊs
stecker	ʃtækɐ
stéckseg	ʃteksəɕ
stee	ʃteː
steekaul	ʃteːkɑʊl
steemetzer	ʃteːmætsɐ
steen	ʃteːn
steier	ʃtɑɪɐ
stéier	ʃtɜɪɐ
stéiere	ʃtɜɪəʀə
stéieren	ʃtɜɪəʀən
steif	ʃtɑɪf
stéifkand	ʃtɜɪfkɑnt
stéifmamm	ʃtɜɪfmɑm
stéifpapp	ʃtɜɪfpɑp
steiwe	ʃtɑɪvə
steiwen	ʃtɑɪvən
stëll	ʃtəl
stelle	ʃtælə
stellen	ʃtælən
stelz	ʃtælts
stëmm	ʃtəm
stëmme	ʃtəmə
stëmmen	ʃtəmən
stëmmung	ʃtəmuŋ
stempel	ʃtæmpəl
stempele	ʃtæmpələ
stempelen	ʃtæmpələn
stenge	ʃtæŋə
stengen	ʃtæŋən
sténke	ʃteŋkə
sténken	ʃteŋkən
stënterlech	ʃtəntɐləɕ
stëppche	ʃtəpɕə
stëppchen	ʃtəpɕən
steppe	ʃtæpə
stëppele	ʃtəpələ
stëppelen	ʃtəpələn
steppen	ʃtæpən
steriliséiere	ʃteʀilizɜɪəʀə
steriliséieren	ʃteʀilizɜɪəʀən
stiedche	ʃtiətɕə
stiedchen	ʃtiətɕən
stiele	ʃtiələ
stielen	ʃtiələn
stierme	ʃtiːɐmə
stiermen	ʃtiːɐmən
stierwe	ʃtiːɐvə
stierwen	ʃtiːɐvən
stierze	ʃtiːɐtsə
stierzen	ʃtiːɐtsən
stiichte	ʃtiːɕtə
stiichten	ʃtiːɕtən
still	ʃtil
stitzche	ʃtitsjə
stitzchen	ʃtitsjən
stiwwel	ʃtivəl
stodéiere	ʃtodɜɪəʀə
stodéieren	ʃtodɜɪəʀən
stodent	ʃtodænt
stoe	ʃtoːə
stoen	ʃtoːən
stoff	ʃtof
stol	ʃtoːl
stolpere	ʃtolpəʀə
stolperen	ʃtolpəʀən
stomm	ʃtom
stompeg	ʃtompəɕ
stonn	ʃton
stonnelaang	ʃtonəlaːŋ
stop	ʃtop
stopp	ʃtop
stoppe	ʃtopə
stoppen	ʃtopən
stoppenzéier	ʃtopəntsɜɪɐ
stopschëld	ʃtopʃəlt
storch	ʃtɔʀɕ
store	stɔːʀ
stot	ʃtoːt
stousse	ʃtəʊsə
stoussen	ʃtəʊsən
sträiche	ʃtʀæːɪɕə
sträichen	ʃtʀæːɪɕən
sträif	ʃtʀæːɪf
sträit	ʃtʀæːɪt
stral	ʃtʀaːl
strapp	ʃtʀɑp
strass	ʃtʀɑs
strauch	ʃtʀæːʊχ
strauss	ʃtʀæːʊs
stréch	ʃtʀəɕ
streckbriet	ʃtʀækbʀiət
strecke	ʃtʀækə
strécke	ʃtʀekə
stréckel	ʃtʀekəl
strecken	ʃtʀækən
strécken	ʃtʀekən
stréckleeder	ʃtʀekleːdɐ
streech	ʃtʀeːɕ
streeën	ʃtʀeən
stréi	ʃtʀɜɪ
stréiballe	ʃtʀɜɪbɑlə
stréiballen	ʃtʀɜɪbɑlən
streide	ʃtʀɑɪdə
streiden	ʃtʀɑɪdən
streidereg	ʃtʀɑɪdəʀəɕ
stréihutt	ʃtʀɜɪhut
streik	ʃtʀɑɪk
stréile	ʃtʀɜɪlə
stréilen	ʃtʀɜɪlən
strëmp	ʃtʀəmp
streng	ʃtʀæŋ
strenz	ʃtʀænts
strof	ʃtʀoːf
strofe	ʃtʀoːfə
strofen	ʃtʀoːfən
strooss	ʃtʀoːs
stroossekaart	ʃtʀoːsəkaːʀt
stroosseluucht	ʃtʀoːsəluːχt
stroosseschëld	ʃtʀoːsəʃəlt
stroum	ʃtʀəʊm
strummert	ʃtʀumɐt
stuckele	ʃtukələ
stuckelen	ʃtukələn
studéiere	ʃtudɜɪəʀə
studéieren	ʃtudɜɪəʀən
student	ʃtudænt
stuerke	ʃtuːɐkə
stuerken	ʃtuːɐkən
stuerm	ʃtuːɐm
stuff	ʃtuf
stull	ʃtul
stulldreiwend	ʃtuldʀɑɪvənt
stur	ʃtuːʀ
stylo	stiloː
succès	syksɛː
suckel	zukəl
suckele	zukələ
suckelen	zukələn
süde	zyːdə
süden	zyːdən
sue	zuːə
suedel	zuədəl
suel	zuəl
suen	zuən
suerg	zuːɐɕ
suerge	zuːɐʑə
suergen	zuːɐʑən
suggeréiere	sygʒeʀɜɪəʀə
suggeréieren	sygʒeʀɜɪəʀən
sujet	syʒeː
sujete	syʒeːə
summer	zumɐ
summerwee	zumɐweː
super	zupɐ
supp	zup
suppeg	zupəɕ
suppel	supəl
surfe	sœːʀfə
surfen	sœːʀfən
surveillant	syʀvɛːjɑ̃ː
sympathesch	simpaːtəʃ
taart	taːʀt
taaschte	taːʃtə
taaschten	taːʃtən
tabell	tɑbæl
tableau	tɑbloː
tablette	tɑblæt
tabouret	tɑbuʀeː
tachtele	tɑχtələ
tachtelen	tɑχtələn
tafel	taːfəl
taille	tɑɪl
talent	tɑlənt
tallek	tɑlek
tank	tɑŋk
tanke	tɑŋkə
tanken	tɑŋkən
tankwon	tɑŋkvoːn
tapéit	tɑpɜɪt
tarnung	tɑʀnuŋ
tas	taːs
täsch	tæʃ
täscheluucht	tæʃəluːχt
täschemesser	tæʃəmæsɐ
tässele	tæsələ
tässelen	tæsələn
tatsächlech	taːtzæɕləɕ
tatta	tɑtaː
tatz	tɑts
taucher	tæːʊχɐ
tausche	tæːʊʃə
tauschen	tæːʊʃən
taxi	tɑksiː
techniker	tæɕnikɐ
técke	tekə
técken	tekən
teenager	tiːnɜɪdʒɐ
téi	tɜɪ
téitsch	tɜɪtʃ
tëlee	təleː
telefon	tələfon
telefonéiere	tələfonɜɪəʀə
telefonéieren	tələfonɜɪəʀən
telefonsbuch	tələfonsbuχ
telefonsnummer	tələfonsnumɐ
telegramm	tələgʀɑm
teleskop	telæskoːp
televisioun	tələvizjəʊn
teller	tælɐ
tellerche	tælɐɕə
tellerchen	tælɐɕən
tëmpche	təmpɕə
tëmpchen	təmpɕən
temperatur	tæmpəʀɑtuːʀ
tendenz	tændænts
tennis	tænis
tënt	tənt
teppech	tæpəɕ
termäin	tɛʀmæːɪn
terrain	tæʀɛ̃ː
terrass	tæʀɑs
tëschent	təʃənt
tëschewand	təʃəvɑnt
text	tækst
theater	teaːtɐ
thermometer	tɛʀmomeːtɐ
thon	tɑ̃ː
thüringer	tyʀiŋɐ
ticket	tikeː
ticketsautomat	tikeːzɑʊtomaːt
tierkele	tiːɐkələ
tierkelen	tiːɐkələn
tiger	tiːgɐ
timber	tɛ̃ːbɐ
tipp	tip
tippe	tipə
tippen	tipən
tiptop	tiptop
tirang	tiʀɑŋ
tirebouchon	tiːɐbuʃɑ̃ː
titel	titəl
toast	təʊst
toaster	təʊstɐ
tobe	toːbə
toben	toːbən
toilette	twɑlæt
toilettepabeier	twɑlætəpɑbɑɪɐ
toleréiere	toləʀɜɪəʀə
toleréieren	toləʀɜɪəʀən
tomat	tomaːt
tomatejus	tomaːtəjyː
tombola	tomboːlaː
tommel	toməl
tommele	tomələ
tommelen	tomələn
tompe	tompə
tompen	tompən
topeg	toːpəɕ
topert	toːpɐt
torschong	tɔʀʃoŋ
tosch	toʃ
toun	təʊn
tour	tuːʀ
tourist	tuʀist
tous	tus
toz	toːts
toze	toːtsə
tozen	toːtsən
traditionell	tʀɑditsjonæl
training	tʀɛːniŋ
träip	tʀæːɪp
träipe	tʀæːɪpə
träipen	tʀæːɪpən
trakter	tʀɑktɐ
tram	tʀɑm
trampele	tʀɑmpələ
trampelen	tʀɑmpələn
träntele	tʀæntələ
träntelen	tʀæntələn
trap	tʀaːp
trapez	tʀɑpeːts
trapp	tʀɑp
tratt	tʀɑt
traue	tʀɑʊə
trauen	tʀɑʊən
trauer	tʀɑʊɐ
trauerweid	tʀɑʊɐvɑɪt
traufel	tʀæːʊfəl
traureg	tʀɑʊʀəɕ
trausch	tʀæːʊʃ
treffe	tʀæfə
treffen	tʀæfən
trei	tʀɑɪ
treiheet	tʀɑɪheːt
tréin	tʀɜɪn
tréischte	tʀɜɪʃtə
tréischten	tʀɜɪʃtən
trëlle	tʀələ
trëllen	tʀələn
trëndel	tʀəndəl
trenne	tʀænə
trennen	tʀænən
trennung	tʀænuŋ
trëppele	tʀəpələ
trëppelen	tʀəpələn
trepplek	tʀæplek
trëttbriet	tʀətbʀiət
trëtz	tʀəts
trëtze	tʀətsə
trëtzen	tʀətsən
trick	tʀik
triichter	tʀiːɕtɐ
tripsen	tʀipsən
triwwele	tʀivələ
triwwelen	tʀivələn
tromm	tʀom
trommelfell	tʀoməlfæl
trompett	tʀompæt
troter	tʀoːtɐ
trottinette	tʀotinæt
trottoir	tʀotwaːʀ
trottoiren	tʀotwaːʀən
trotz	tʀots
trotzdem	tʀotsdeːm
trotze	tʀotsə
trotzeg	tʀotsəɕ
trotzen	tʀotsən
troun	tʀəʊn
trouscht	tʀəʊʃt
truh	tʀuː
trupp	tʀup
tsunami	tsunaːmiː
tubak	tubaːk
tuddele	tudələ
tuddelen	tudələn
tuerm	tuːɐm
tulp	tulp
tunnel	tunæl
tuppi	tupiː
turbot	tyʀboː
turne	tuʀnə
turnen	tuʀnən
turner	tuʀnɐ
turnschlapp	tuʀnʃlɑp
tuschbic	tuʃbik
tut	tuːt
tute	tuːtə
tuten	tuːtən
typ	tip
ubanne	ubɑnə
ubannen	ubɑnən
übe	yːbə
üben	yːbən
ubezuele	ubətsuələ
ubezuelen	ubətsuələn
ubidde	ubidə
ubidden	ubidən
ubiede	ubiədə
ubieden	ubiədən
uboot	uːboːt
übung	yːbuŋ
uebst	uəbst
uebstpress	uəbstpʀæs
uechter	uəɕtɐ
uechzeg	uəɕtsəɕ
uechzéng	uəɕtseŋ
uelech	uələɕ
uerdentlech	uɐdəntləɕ
uerdnung	uɐdnuŋ
uerg	uɐɕ
uerteel	uɐteːl
uertschaft	uɐtʃɑft
uess	uəs
ueter	uətɐ
uewe	uəvə
uewen	uəvən
uewenop	uəvənop
ufänger	ufæŋɐ
ufank	ufɑŋk
ufänke	ufæŋkə
ufänken	ufæŋkən
ufer	uːfɐ
ufuere	ufuːɐʀə
ufueren	ufuːɐʀən
ugeklote	ugəkloːtə
ugekloten	ugəkloːtən
ugesi	ugəzi
ugesinn	ugəzin
ugi	ugi
uginn	ugin
uglotze	uglotsə
uglotzen	uglotsən
ugoe	ugoːə
ugoen	ugoːən
ugräife	ugʀæːɪfə
ugräifen	ugʀæːɪfən
ugrëff	ugʀəf
ugrëffeg	ugʀəfəɕ
ugrëffer	ugʀəfɐ
ukënnege	ukənəʑə
ukënnegen	ukənəʑən
uklo	ukloː
ukloe	ukloːə
ukloen	ukloːən
ukomme	ukomə
ukommen	ukomən
ukräize	ukʀæːɪtsə
ukräizen	ukʀæːɪtsən
ulackele	ulɑkələ
ulackelen	ulɑkələn
uleeën	uleːən
ulm	ulm
um	um
umeldung	umælduŋ
umelle	umælə
umellen	umælən
umoosse	umoːsə
umoossen	umoːsən
undoe	undoːə
undoen	undoːən
undrécke	undʀekə
undrécken	undʀekən
unerkenne	unɐkænə
unerkennen	unɐkænən
unhale	unhaːlə
unhalen	unhaːlən
unhaltspunkt	unhɑltspuŋkt
unhänger	unhæŋɐ
unhänglech	unhæŋləɕ
unhänglechkeet	unhæŋləɕkeːt
unhänke	unhæŋkə
unhänken	unhæŋkən
unhu	unhu
unhuele	unhuələ
unhuelen	unhuələn
unhunn	unhun
uniform	unifɔʀm
upake	upaːkə
upaken	upaːkən
upasse	upɑsə
upassen	upɑsən
upassung	upɑsuŋ
uplanze	uplɑntsə
uplanzen	uplɑntsən
ureege	uʀeːʑə
ureegen	uʀeːʑən
uriede	uʀiədə
urieden	uʀiədən
urmënsch	uːʀmənʃ
ursaach	uːʀzaːχ
ursprénglech	uːʀʃpʀeŋləɕ
uruffe	uʀufə
uruffen	uʀufən
uschäin	uʃæːɪn
uschäisse	uʃæːɪsə
uschäissen	uʃæːɪsən
uschmiere	uʃmiːɐə
uschmieren	uʃmiːʀən
usoe	uzoːə
usoen	uzoːən
ustieche	uʃtiəɕə
ustiechen	uʃtiəɕən
ustiechend	uʃtiəɕənt
ustiwwele	uʃtivələ
ustiwwelen	uʃtivələn
ustrach	uʃtʀɑχ
usträiche	uʃtʀæːɪɕə
usträichen	uʃtʀæːɪɕən
usträicher	uʃtʀæːɪɕɐ
ustrécke	uʃtʀekə
ustrécken	uʃtʀekən
ustrengung	uʃtʀæŋuŋ
uvertraue	ufɐtʀɑʊə
uvertrauen	ufɐtʀɑʊən
uweise	uvɑɪzə
uweisen	uvɑɪzən
uweisung	uvɑɪzuŋ
uze	uːtsə
uzen	uːtsən
vag	vaːk
vakanz	vɑkɑnts
vas	vaːs
vasen	vaːzən
vee	veː
veen	veːn
véi	fɜɪ
véier	fɜɪɐ
véiereck	fɜɪɐæk
véiereckeg	fɜɪɐækəɕ
véierel	fɜɪəʀəl
véierelsstonn	fɜɪəʀəlsʃton
véierte	fɜɪɐtə
véierten	fɜɪɐtən
véierzeg	fɜɪɐtsəɕ
véierzéng	fɜɪɐtseŋ
vëlleche	fələɕə
vëllechen	fələɕən
vëlleg	fələɕ
vëlo	vəloː
vëlosartist	vəloːzɑʀtist
vëlosfuerer	vəloːsfuːɐʀɐ
vëlossport	vəloːsʃpɔʀt
vendeur	vɑ̃ːndœːʀ
vendeuse	vɑ̃ːndøːs
ventouse	vɑ̃ːtuːs
veräin	fəʀæːɪn
verännere	fɐænəʀə
veränneren	fɐænəʀən
verännerung	fɐænəʀuŋ
veräschtelung	fɐæʃtəluŋ
verb	vɛʀp
verband	fɐbɑnt
verbanne	fɐbɑnə
verbannen	fɐbɑnən
verbattert	fɐbɑtɐt
verbéie	fɐbɜɪə
verbéien	fɐbɜɪən
verbessere	fɐbæsəʀə
verbesseren	fɐbæsəʀən
verbëtze	fɐbətsə
verbëtzen	fɐbətsən
verbidde	fɐbidə
verbidden	fɐbidən
verbindung	fɐbinduŋ
verblatze	fɐblɑtsə
verblatzen	fɐblɑtsən
verbléie	fɐblɜɪə
verbléien	fɐblɜɪən
verblenne	fɐblænə
verblennen	fɐblænən
verblöde	fɐbløːdə
verblöden	fɐbløːdən
verbrauch	fɐbʀæːʊχ
verbrauche	fɐbʀæːʊχə
verbrauchen	fɐbʀæːʊχən
verbraucher	fɐbʀæːʊχɐ
verbraucht	fɐbʀæːʊχt
verbreede	fɐbʀeːdə
verbreeden	fɐbʀeːdən
verbrénge	fɐbʀeŋə
verbréngen	fɐbʀeŋən
verbrenne	fɐbʀænə
verbrennen	fɐbʀænən
verbrieche	fɐbʀiəɕə
verbriechen	fɐbʀiəɕən
verbriecher	fɐbʀiəɕɐ
verbuede	fɐbuədə
verbueden	fɐbuədən
verdacht	fɐdɑχt
verdächteg	fɐdæɕtəɕ
verdächtege	fɐdæɕtəʑə
verdächtegen	fɐdæɕtəʑən
verdaddert	fɐdɑdɐt
verdame	fɐdaːmə
verdamen	fɐdaːmən
verdaue	fɐdɑʊə
